,CHIEF,DISEASE,ATTRIBUTE_TH,ATTRIBUTE_EN,HAVE_SYMPTOM,SCORE,ALARM
343,cough_chronic_greater_3_weeks,pneumonia,ไม่_แสบร้อนยอดอก,burning_the_top_of_the_chest,0,3,
344,cough_chronic_greater_3_weeks,pneumonia,ไม่_มีกลิ่นปาก เสมหะเหม็น,bad_breath,0,2,
345,cough_chronic_greater_3_weeks,pneumonia,หายใจแล้วเจ็บ,painful_respiration,1,4,
346,cough_chronic_greater_3_weeks,pneumonia,"ไม่_กินยาลดความดันโลหิตกลุ่มACEI เช่น Enalapril, Captopril, ฯลฯ",acei_intake,0,5,
347,cough_chronic_greater_3_weeks,pneumonia,ออกแรงแล้วเหนื่อยมากขึ้น(DOE),dyspnea_on_exertion,1,4,
348,cough_chronic_greater_3_weeks,gerd,ไม่_ไอเป็นเลือด,hemoptysis,0,3,
349,cough_chronic_greater_3_weeks,gerd,น้ำหนักลดโดยไม่ตั้งใจ,unintentional_weight_loss,1,1,
350,cough_chronic_greater_3_weeks,gerd,ไม่_เหนื่อยมากขึ้นเรื่อยๆ,progressive_dyspnea,0,3,
351,cough_chronic_greater_3_weeks,gerd,ไอแห้ง,dry_cough,1,5,
352,cough_chronic_greater_3_weeks,gerd,ไม่_ไข้มากกว่า 3 สัปดาห์,more_than_3_weeks_of_fever,0,3,
353,cough_chronic_greater_3_weeks,gerd,ไม่_ไข้กลางคืน,night_fever,0,3,
354,cough_chronic_greater_3_weeks,gerd,เสียงแหบ,hoarse,1,5,
355,cough_chronic_greater_3_weeks,gerd,แสบร้อนยอดอก,burning_the_top_of_the_chest,1,5,
356,cough_chronic_greater_3_weeks,gerd,ไม่_หายใจแล้วเจ็บ,painful_respiration,0,3,
357,cough_chronic_greater_3_weeks,gerd,"ไม่_กินยาลดความดันโลหิตกลุ่มACEI เช่น Enalapril, Captopril, ฯลฯ",acei_intake,0,5,
358,cough_chronic_greater_3_weeks,gerd,ไม่_ออกแรงแล้วเหนื่อยมากขึ้น(DOE),dyspnea_on_exertion,0,2,
359,cough_chronic_greater_3_weeks,ca_lung,ไอเป็นเลือด,hemoptysis,1,5,alarm
360,cough_chronic_greater_3_weeks,ca_lung,น้ำหนักลดโดยไม่ตั้งใจ,unintentional_weight_loss,1,5,alarm
361,cough_chronic_greater_3_weeks,ca_lung,เหนื่อยมากขึ้นเรื่อยๆ,progressive_dyspnea,1,5,alarm
362,cough_chronic_greater_3_weeks,ca_lung,เสมหะ,sputum,1,2,
363,cough_chronic_greater_3_weeks,ca_lung,ไอแห้ง,dry_cough,1,2,
364,cough_chronic_greater_3_weeks,ca_lung,ไม่_ไข้มากกว่า 3 สัปดาห์,more_than_3_weeks_of_fever,0,2,
365,cough_chronic_greater_3_weeks,ca_lung,ไม่_ไข้กลางคืน,night_fever,0,2,
366,cough_chronic_greater_3_weeks,ca_lung,อ่อนเพลีย,fatigue,1,4,
367,cough_chronic_greater_3_weeks,ca_lung,เสียงแหบ,hoarse,1,4,
368,cough_chronic_greater_3_weeks,ca_lung,หายใจแล้วเจ็บ,painful_respiration,1,3,
369,cough_chronic_greater_3_weeks,ca_lung,สูบบุหรี่,smoking,1,5,
370,cough_chronic_greater_3_weeks,ca_lung,"ไม่_กินยาลดความดันโลหิตกลุ่มACEI เช่น Enalapril, Captopril, ฯลฯ",acei_intake,0,5,
371,cough_chronic_greater_3_weeks,ca_lung,ออกแรงแล้วเหนื่อยมากขึ้น(DOE),dyspnea_on_exertion,1,5,
372,diarrhea_acute_lesser_3_weeks,laxative_use,ไม่_ไข้,fever,0,5,
373,diarrhea_acute_lesser_3_weeks,laxative_use,ไม่_ถ่ายปนเลือด,hematochezia,0,5,
374,diarrhea_acute_lesser_3_weeks,laxative_use,กินยาถ่าย,taking_laxatives,1,5,
375,diarrhea_acute_lesser_3_weeks,laxative_use,ปวดหน่วงท้องน้อย,pelvic_pain,1,2,
376,diarrhea_acute_lesser_3_weeks,laxative_use,ปวดท้องทั่วๆ,generalized_pain,1,3,
377,diarrhea_acute_lesser_3_weeks,laxative_use,ท้องอืด,flatulence,1,3,
378,diarrhea_acute_lesser_3_weeks,laxative_use,ปวดต้องการถ่าย ถ่ายแล้วดีขึ้น,stool_pain,1,5,
379,diarrhea_acute_lesser_3_weeks,medicine-related_diarrhea,กินยาฆ่าเชื้อ,take_laxatives,1,5,
380,diarrhea_acute_lesser_3_weeks,medicine-related_diarrhea,กินกาแฟ หรือแอลกอฮอล์,drink_coffe_or_alcohol,1,5,
381,diarrhea_acute_lesser_3_weeks,medicine-related_diarrhea,ท้องอืด,flatulence,1,4,
382,diarrhea_acute_lesser_3_weeks,ibs,ปวดท้องทั่วๆ,generalized_pain,1,5,
383,diarrhea_acute_lesser_3_weeks,ibs,ถ่ายปนมูก,mucous_stool,1,5,
384,diarrhea_acute_lesser_3_weeks,ibs,ปวดต้องการถ่าย ถ่ายแล้วดีขึ้น,stool_pain,1,4,
385,diarrhea_acute_lesser_3_weeks,viral_enteritis,ไข้,fever,1,4,
386,diarrhea_acute_lesser_3_weeks,viral_enteritis,ไม่_ถ่ายปนเลือด,hematochezia,0,3,
387,diarrhea_acute_lesser_3_weeks,viral_enteritis,ปวดท้องจนต้องตื่นนอน,night_pain,1,3,
388,diarrhea_acute_lesser_3_weeks,viral_enteritis,ปวดท้องทั่วๆ,generalized_pain,1,5,
389,diarrhea_acute_lesser_3_weeks,viral_enteritis,ปวดเกร็ง ปวดจี๊ดเป็นพักๆ,colicky_pain,1,2,
390,diarrhea_acute_lesser_3_weeks,viral_enteritis,ท้องอืด,flatulence,1,4,
391,diarrhea_acute_lesser_3_weeks,viral_enteritis,คลื่นไส้อาเจียน,nausea_vomiting,1,5,
392,diarrhea_acute_lesser_3_weeks,viral_enteritis,มีเพศสัมพันธ์ทางทวารหนัก,anal_sex,1,4,
393,diarrhea_acute_lesser_3_weeks,viral_enteritis,เบาหวาน,diabetes,1,1,
394,diarrhea_acute_lesser_3_weeks,viral_enteritis,HIV,hiv,1,1,
395,diarrhea_acute_lesser_3_weeks,viral_enteritis,สเตียรอยด์,steroids,1,1,
396,diarrhea_acute_lesser_3_weeks,viral_enteritis,ยากดภูมิคุ้มกัน,immunosuppressive_drugs,1,1,
397,diarrhea_acute_lesser_3_weeks,ischemic_bowel,ไข้,fever,1,4,alarm
398,diarrhea_acute_lesser_3_weeks,ischemic_bowel,ถ่ายปนเลือด,hematochezia,1,5,alarm
399,diarrhea_acute_lesser_3_weeks,ischemic_bowel,ปวดท้องจนต้องตื่นนอน,night_pain,1,5,alarm
400,diarrhea_acute_lesser_3_weeks,ischemic_bowel,ปวดท้องทั่วๆ,generalized_pain,1,5,
401,diarrhea_acute_lesser_3_weeks,ischemic_bowel,ไม่_ปวดเกร็ง ปวดจี๊ดเป็นพักๆ,colicky_pain,0,4,
402,diarrhea_acute_lesser_3_weeks,ischemic_bowel,มีเพศสัมพันธ์ทางทวารหนัก,anal_sex,1,4,
403,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ไข้,fever,1,5,
404,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ถ่ายปนเลือด,hematochezia,1,4,
405,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ปวดท้องจนต้องตื่นนอน,night_pain,1,4,
406,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ปวดหน่วงท้องน้อย,pelvic_pain,1,4,
407,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ปวดเกร็ง ปวดจี๊ดเป็นพักๆ,colicky_pain,1,5,
408,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,เบาหวาน,diabetes,1,1,
409,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,HIV,hiv,1,1,
410,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,สเตียรอยด์,steroids,1,1,
411,diarrhea_acute_lesser_3_weeks,bacterial_enteritis,ยากดภูมิคุ้มกัน,immunosuppressive_drugs,1,1,
412,diarrhea_acute_lesser_3_weeks,hiv_related_disease,ไข้,fever,1,4,
413,diarrhea_acute_lesser_3_weeks,hiv_related_disease,ไม่_ถ่ายปนเลือด,hematochezia,0,2,
414,diarrhea_acute_lesser_3_weeks,hiv_related_disease,ปวดท้องจนต้องตื่นนอน,night_pain,1,4,
415,diarrhea_acute_lesser_3_weeks,hiv_related_disease,ปวดหน่วงท้องน้อย,pelvic_pain,1,4,
416,diarrhea_acute_lesser_3_weeks,hiv_related_disease,ปวดท้องทั่วๆ,generalized_pain,1,5,
417,diarrhea_acute_lesser_3_weeks,hiv_related_disease,HIV,hiv,1,5,
418,diarrhea_acute_lesser_3_weeks,intermittent_bowel_obstruction,ไข้,fever,1,4,alarm
419,diarrhea_acute_lesser_3_weeks,intermittent_bowel_obstruction,ถ่ายปนเลือด,hematochezia,1,4,alarm
420,diarrhea_acute_lesser_3_weeks,intermittent_bowel_obstruction,ปวดท้องจนต้องตื่นนอน,night_pain,1,5,alarm
421,diarrhea_acute_lesser_3_weeks,intermittent_bowel_obstruction,ปวดท้องทั่วๆ,generalized_pain,1,5,
422,diarrhea_acute_lesser_3_weeks,intermittent_bowel_obstruction,คลื่นไส้อาเจียน,nausea_vomiting,1,4,
423,diarrhea_acute_lesser_3_weeks,ibd,ไข้,fever,1,3,alarm
424,diarrhea_acute_lesser_3_weeks,ibd,ถ่ายปนเลือด,hematochezia,1,4,alarm
425,dizziness,anemia,อายุ61-75,age_61_75,1,1.5,
426,diarrhea_acute_lesser_3_weeks,ibd,ปวดท้องจนต้องตื่นนอน,night_pain,1,4,alarm
427,diarrhea_acute_lesser_3_weeks,ibd,ปวดหน่วงท้องน้อย,pelvic_pain,1,4,
428,diarrhea_acute_lesser_3_weeks,ibd,ปวดเกร็ง ปวดจี๊ดเป็นพักๆ,colicky_pain,1,4,
429,diarrhea_acute_lesser_3_weeks,ibd,ถ่ายปนมูก,mucous_stool,1,4,
430,diarrhea_acute_lesser_3_weeks,ibd,ปวดต้องการถ่าย ถ่ายแล้วดีขึ้น,stool_pain,1,4,
431,diarrhea_acute_lesser_3_weeks,appendicitis,ไข้,fever,1,5,alarm
432,diarrhea_acute_lesser_3_weeks,appendicitis,ปวดท้องจนต้องตื่นนอน,night_pain,1,4,alarm
433,diarrhea_acute_lesser_3_weeks,appendicitis,ปวดหน่วงท้องน้อย,pelvic_pain,1,4,
434,diarrhea_acute_lesser_3_weeks,appendicitis,ปวดท้องทั่วๆ,generalized_pain,1,3,
435,diarrhea_acute_lesser_3_weeks,appendicitis,ปวดท้องน้อยขวา,right_pelvic_pain,1,5,
436,diarrhea_acute_lesser_3_weeks,appendicitis,ปวดเกร็ง ปวดจี๊ดเป็นพักๆ,colicky_pain,1,-5,
437,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_ไข้,fever,0,5,
438,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_ถ่ายปนเลือด,hematochezia,0,3,
439,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_ปวดท้องจนต้องตื่นนอน,night_pain,0,3,
440,diarrhea_chronic_greater_3_weeks,laxative_use,กินยาถ่าย,taking_laxatives,1,5,
441,diarrhea_chronic_greater_3_weeks,laxative_use,ปวดหน่วงท้องน้อย,pelvic_pain,1,3,
442,diarrhea_chronic_greater_3_weeks,laxative_use,ปวดท้องทั่วๆ,generalized_pain,1,3,
443,diarrhea_chronic_greater_3_weeks,laxative_use,ท้องอืด,flatulence,1,4,
444,diarrhea_chronic_greater_3_weeks,laxative_use,ปวดต้องการถ่าย ถ่ายแล้วดีขึ้น,stool_pain,1,4,
445,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_ถ่ายปนมูก ปริมาณน้อย,mucous_stool,0,2,
446,diarrhea_chronic_greater_3_weeks,laxative_use,ถ่ายปริมาณมากเป็นน้ำ,watery_diarrhea,1,2,
447,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_ถ่ายออกมามีน้ำมันปน,fatty_stool,0,2,
448,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_มีอาการหน้าแดงตัวแดง,red_skin,0,3,
449,diarrhea_chronic_greater_3_weeks,laxative_use,ไม่_อาการตาอักเสบ ข้ออักเสบ,eye_and_joint_inflammation,0,3,
450,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_ไข้,fever,0,5,
451,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_ถ่ายปนเลือด,hematochezia,0,3,
452,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_ปวดท้องจนต้องตื่นนอน,night_pain,0,3,
453,diarrhea_chronic_greater_3_weeks,medical_related,กินยาฆ่าเชื้อ,take_laxatives,1,5,
454,diarrhea_chronic_greater_3_weeks,medical_related,กินกาแฟ หรือแอลกอฮอล์,drink_coffe_or_alcohol,1,5,
455,diarrhea_chronic_greater_3_weeks,medical_related,ปวดหน่วงท้องน้อย,pelvic_pain,1,3,
456,diarrhea_chronic_greater_3_weeks,medical_related,ปวดท้องทั่วๆ,generalized_pain,1,3,
457,diarrhea_chronic_greater_3_weeks,medical_related,ท้องอืด,flatulence,1,4,
458,diarrhea_chronic_greater_3_weeks,medical_related,ถ่ายปนมูก ปริมาณน้อย,mucous_stool,1,2,
459,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_ถ่ายปริมาณมากเป็นน้ำ,watery_diarrhea,0,3,
460,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_ถ่ายออกมามีน้ำมันปน,fatty_stool,0,3,
461,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_มีอาการหน้าแดงตัวแดง,red_skin,0,3,
462,diarrhea_chronic_greater_3_weeks,medical_related,ไม่_อาการตาอักเสบ ข้ออักเสบ,eye_and_joint_inflammation,0,3,
463,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_ไข้,fever,0,5,
464,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_ถ่ายปนเลือด,hematochezia,0,3,
465,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_ปวดท้องจนต้องตื่นนอน,night_pain,0,3,
466,diarrhea_chronic_greater_3_weeks,lactose_intolerance,กินนมหรือผลิตภัณฑ์จากนมแล้วเป็นมากขึ้น,take_dairy_products,1,5,
467,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ปวดหน่วงท้องน้อย,pelvic_pain,1,3,
468,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ปวดท้องทั่วๆ,generalized_pain,1,3,
469,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ท้องอืด,flatulence,1,4,
470,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ถ่ายปนมูก ปริมาณน้อย,mucous_stool,1,2,
471,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_ถ่ายปริมาณมากเป็นน้ำ,watery_diarrhea,0,3,
472,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_ถ่ายออกมามีน้ำมันปน,fatty_stool,0,3,
473,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_มีอาการหน้าแดงตัวแดง,red_skin,0,3,
474,diarrhea_chronic_greater_3_weeks,lactose_intolerance,ไม่_อาการตาอักเสบ ข้ออักเสบ,eye_and_joint_inflammation,0,3,
475,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,ไม่_ไข้,fever,0,5,
476,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,ไม่_ถ่ายปนเลือด,hematochezia,0,3,
477,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,ไม่_ปวดท้องจนต้องตื่นนอน,night_pain,0,3,
478,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,กินหมากฝรั่งหรือสารทดแทนความหวาน,take_gum_or_sugar_substitute,1,5,
479,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,ปวดหน่วงท้องน้อย,pelvic_pain,1,3,
480,diarrhea_chronic_greater_3_weeks,sorbitol_ingestion,ปวดท้องทั่วๆ,generalized_pain,1,3,
